gt,1.05,1.10,1.20,1.60
0.0,-0.0,-0.0,-0.0,-0.0
12.0,1.5730593473830747,1.6297909765744696,1.741860519051391,2.1743352132994582
24.0,2.14993536845643,2.240214119943179,2.420789634726341,3.13205895731668
36.0,2.5292644914509324,2.650989072306527,2.8963375417390766,3.847812305109871
48.0,2.8164643237976907,2.9686914921654237,3.276373443174355,4.402810049065126
60.0,3.0497977697164567,3.23173391112071,3.5986063363473275,4.808031747781256
72.0,3.247594157993005,3.458365540531278,3.8800828695014222,5.067892312686004
84.0,3.420068538499265,3.6586427969334765,4.12949756302173,5.196759829840618
96.0,3.5734951376703337,3.8386491956147557,4.351568086609724,5.220204100044657
108.0,3.711999498475284,4.002307102703306,4.548956024838812,5.169944955371633
120.0,3.8384349470013976,4.152265042437445,4.723242288407108,5.077558123547455
132.0,3.954853431371425,4.290375915622398,4.87547563077965,4.969607637457497
144.0,4.062777183092108,4.417974428021401,5.006499845909799,4.8651198561801765
156.0,4.163364549959952,4.536047700301032,5.117151615082345,4.77525429662889
168.0,4.257515966028373,4.645345088065319,5.208374606415767,4.704516984332399
180.0,4.3459442856246095,4.746451849032186,5.281276097117962,4.652731101138003
192.0,4.429222978950121,4.839839810261694,5.337143131342035,4.617077829512602
204.0,4.507820072350225,4.925903117450758,5.377425674170752,4.593789000477294
216.0,4.5821226114372715,5.004983695665769,5.403706625185087,4.579227118884117
228.0,4.6524546601646195,5.077389638681823,5.417655748974607,4.570437405358214
240.0,4.71909077500915,5.143408300616104,5.420982177078471,4.565270771005871
252.0,4.782266244592072,5.2033155367074535,5.41538426885537,4.562291680217621
264.0,4.842184979730499,5.257382139974579,5.402505834900445,4.560593564490615
276.0,4.899025543885285,5.305877974973565,5.3838985943030355,4.559631862336621
288.0,4.952946442621661,5.349074403229219,5.360991977453663,4.559088015825048
300.0,5.004089240092575,5.387245518818881,5.335071667128087,4.558779094178814
312.0,5.052582265151722,5.420668351099408,5.307267018140549,4.558602921268929
324.0,5.098542496605855,5.4496223650717885,5.2785455204163165,4.558501899215354
336.0,5.1420779321912695,5.474388454060034,5.2497139091974585,4.558443087563924
348.0,5.183289112027338,5.495247623721411,5.221424838236293,4.558408269916756
360.0,5.222270298428301,5.512479484191241,5.194187248814438,4.558387600772767
372.0,5.25911052235142,5.526360622217828,5.168380285527212,4.558375307295092
384.0,5.293894486657341,5.537162966344248,5.144268040184718,4.558367800627934
396.0,5.326703216656987,5.545152283512306,5.1220155569971055,4.558363108493135
408.0,5.357614523950748,5.55058672737382,5.101704732131184,4.558360216824543
420.0,5.386703463994772,5.553715531087498,5.083350311595479,4.558358460527379
432.0,5.414042682201473,5.554777881596447,5.066913989845388,4.558357425150589
444.0,5.439702683202646,5.554001961212732,5.052317127072312,4.558356751037193
456.0,5.463752014442436,5.551604237391081,5.03945227204778,4.5583562790818855
468.0,5.486257413410622,5.547788927216828,5.028193189514104,4.558355958906743
480.0,5.507283919259639,5.542747582638007,5.018402954707679,4.558355760251584
492.0,5.526894952231295,5.536658835572755,5.009940446522215,4.558355652851081
504.0,5.545152357496353,5.529688328320991,5.002665479125902,4.558355594486879
516.0,5.5621164873748326,5.521988800635941,4.996442718058777,4.558355563173355
528.0,5.577846161455147,5.513700276787607,4.9911444502369156,4.55835554287817
540.0,5.592398728672222,5.504950380438774,4.986652429879411,4.558355515090792
552.0,5.605830050649059,5.495854695961302,4.982858636515367,4.558355491665418
564.0,5.6181944547038,5.4865172442103685,4.979665573719476,4.558355468611242
576.0,5.629544793113849,5.477031004455776,4.9769865193020655,4.558355453245332
